CODVENDA,CODITEM,CODPROD,QUANTIDADE,VALORUNIT,DESCRICAOMO,DEST,VALORCUSTO,CODTIPPROD,CODFUNC,COMISSAOPORCEN,PRECOCERTO,PESOPRODUTO,DATA,MES,VALORDESCONTO,DARBAIXA,ESTORNADO,BAIXADO,DELETADO,CODBAIXA,IDREMESSA,PRODMO,PRODMONTADO,IMPRESSO,GRADE,MOTIVODEL,IMPRECEITA,PRECOAPRAZO,OK_COZINHA,VALORTOTAL,VALTOTAL_PRECOCERTO,IAT,IPPT,DESC_PRODUTO,CODALIQUOTA,IT_DESCONTO,IT_ACRESCIMO,UNIDADE,INFOADICIONAL,BAIXARRECEITA,CFOP,TAB_TOTALIZADOR,COO,CCF,DESCTOTAL_SPED,COR,PPIS,PCOFINS,VPIS,VCOFINS,ACRESTOTAL_SPED,AUT_DELBD,QUANT_RESERVADA,REG_MD5,VAL_INCLUSAO,PRECOTABELA,CUSTOMEDIO,TOTAL_IMPOSTOS,NCM_PROD,ORIGEM_MERC_PROD,P_COMPRAPROD,PRODRESERVADO,IDSETOR,CUSTO_VARIAVEL,PERCCUSTO_VARIAVEL,ROMANEIO_ID,CODPROMOCAO,RESERV_ARETIRAR,BLOQ_COMISSAO,COMISSAO_PROD,VAZILHAME_OP,VAZILHAME_QUANTEMP,ICMS_ST,LOTE,AMBIENTE_ORC,ID_RESTRICAO,DEF_ENTREGA,PQUANT_DECIMAIS,BLOQ_DESCITEM,KIT_CODPROD
1832,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,283909,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1833,1,000012,1,72,,,0.01,03,0,0,72,,2025-06-16,06/2025,0,1,0,1,0,266809,,0,0,,,,,72,,72,72,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1834,1,000012,1,15,,,0.01,03,0,0,15,,2025-06-16,06/2025,0,1,0,1,0,223139,,0,0,,,,,15,,15,15,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1835,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,15703,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1836,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,95236,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1837,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,5608,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1838,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,99231,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1839,1,000012,1,23,,,0.01,03,0,0,23,,2025-06-16,06/2025,0,1,0,1,0,263408,,0,0,,,,,23,,23,23,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1840,1,000012,1,19,,,0.01,03,0,0,19,,2025-06-16,06/2025,0,1,0,1,0,54904,,0,0,,,,,19,,19,19,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1841,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,162929,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1842,1,000012,1,50,,,0.01,03,0,0,50,,2025-06-16,06/2025,0,1,0,1,0,202762,,0,0,,,,,50,,50,50,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1843,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,102942,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1844,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,209198,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1845,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,35436,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1846,1,000012,1,30,,,0.01,03,0,0,30,,2025-06-16,06/2025,0,1,0,1,0,68563,,0,0,,,,,30,,30,30,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1847,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,235222,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1848,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,218084,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1849,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,292430,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1850,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,191920,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1851,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,114831,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1852,1,000012,1,32,,,0.01,03,0,0,32,,2025-06-16,06/2025,0,1,0,1,0,214766,,0,0,,,,,32,,32,32,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1853,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,268724,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1854,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,245242,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1855,1,000012,1,15,,,0.01,03,0,0,15,,2025-06-16,06/2025,0,1,0,1,0,236098,,0,0,,,,,15,,15,15,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1856,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,147885,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1857,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,171903,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1858,1,000012,1,15,,,0.01,03,0,0,15,,2025-06-16,06/2025,0,1,0,1,0,207217,,0,0,,,,,15,,15,15,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1859,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,279045,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1860,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,209609,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1861,1,000012,1,24,,,0.01,03,0,0,24,,2025-06-16,06/2025,0,1,0,1,0,117874,,0,0,,,,,24,,24,24,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1862,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,245781,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1863,1,000012,1,22,,,0.01,03,0,0,22,,2025-06-16,06/2025,0,1,0,1,0,210197,,0,0,,,,,22,,22,22,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1864,1,000012,1,8.5,,,0.01,03,0,0,8.5,,2025-06-16,06/2025,0,1,0,1,0,145752,,0,0,,,,,8.5,,8.5,8.5,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1865,1,000012,1,8.5,,,0.01,03,0,0,8.5,,2025-06-16,06/2025,0,1,0,1,0,43451,,0,0,,,,,8.5,,8.5,8.5,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1866,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,43597,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1867,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,111040,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1868,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,253445,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1869,1,000012,1,45,,,0.01,03,0,0,45,,2025-06-16,06/2025,0,1,0,1,0,67387,,0,0,,,,,45,,45,45,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1870,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,232760,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1871,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,238911,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1872,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,75162,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1873,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,177289,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1874,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,198257,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1875,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,196146,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1876,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,299159,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1877,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,117016,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1878,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,222772,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1879,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,254801,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1880,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,32850,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1881,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,25268,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1882,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,5112,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1883,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,13141,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1884,1,000012,1,56,,,0.01,03,0,0,56,,2025-06-16,06/2025,0,1,0,1,0,213418,,0,0,,,,,56,,56,56,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1885,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,5224,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1886,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,46064,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1887,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,233463,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1888,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,31939,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1889,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,169077,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1890,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,192198,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1891,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,246063,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1892,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,19163,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1893,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,115844,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1894,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,239581,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1895,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,187048,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1896,1,000012,1,24,,,0.01,03,0,0,24,,2025-06-16,06/2025,0,1,0,1,0,34871,,0,0,,,,,24,,24,24,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1897,1,000012,1,103,,,0.01,03,0,0,103,,2025-06-16,06/2025,0,1,0,1,0,247001,,0,0,,,,,103,,103,103,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1898,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,107628,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1899,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,161949,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1900,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,70629,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1901,1,000012,1,48,,,0.01,03,0,0,48,,2025-06-16,06/2025,0,1,0,1,0,37740,,0,0,,,,,48,,48,48,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1902,1,000012,1,60,,,0.01,03,0,0,60,,2025-06-16,06/2025,0,1,0,1,0,65391,,0,0,,,,,60,,60,60,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1903,1,000012,1,4,,,0.01,03,0,0,4,,2025-06-16,06/2025,0,1,0,1,0,57825,,0,0,,,,,4,,4,4,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1904,1,000012,1,20,,,0.01,03,0,0,20,,2025-06-16,06/2025,0,1,0,1,0,288003,,0,0,,,,,20,,20,20,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1905,1,000012,1,16,,,0.01,03,0,0,16,,2025-06-16,06/2025,0,1,0,1,0,287091,,0,0,,,,,16,,16,16,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1906,1,000012,1,12,,,0.01,03,0,0,12,,2025-06-16,06/2025,0,1,0,1,0,123993,,0,0,,,,,12,,12,12,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1907,1,000012,1,8,,,0.01,03,0,0,8,,2025-06-16,06/2025,0,1,0,1,0,21552,,0,0,,,,,8,,8,8,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1908,1,000012,1,24,,,0.01,03,0,0,24,,2025-06-16,06/2025,0,1,0,1,0,228849,,0,0,,,,,24,,24,24,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1909,1,000010,1,319.67,,,0.01,MO,0,0,319.67,,2025-06-16,06/2025,0,1,0,1,0,196165,,0,0,,,,,319.67,,319.67,319.67,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1910,1,000012,1,1413.28,,,0.01,03,0,0,1413.28,,2025-06-16,06/2025,0,1,0,1,0,278890,,0,0,,,,,1413.28,,1413.28,1413.28,T,T,COPA FUTEBOL,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,00000000,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
1911,1,000010,1,1881.96,,,0.01,MO,0,0,1881.96,,2025-06-16,06/2025,0,1,0,1,0,263161,,0,0,,,,,1881.96,,1881.96,1881.96,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,0,,,
